,review,review header,sentiments,sentiment label
410,Quick oil change,Fast/Quick/Speedy/Timely,0.0,Neutral
411,Ease of use,Convenient,0.3612,Positive
412,oil change was fine,Good customer service,0.2023,Positive
413,Great personal touch,Friendly,0.6249,Very Positive
414,The guys were professional,Professional,0.0,Neutral
415,The service was quick and the staff was polite and courteous,Friendly,0.5106,Very Positive
416,Price is too expensive!,Fair price,0.0,Neutral
417,Fast curteous service,Fast/Quick/Speedy/Timely,0.0,Neutral
418,The staff remembered my name & information from calling earlier that morning,Friendly,0.0,Neutral
419,"Fast, friendly, reasonably priced",Fast/Quick/Speedy/Timely,0.4939,Positive
420,I have gone to this particular Jiffy Lube location for over 10 years,Convenient,0.0,Neutral
421,I always get great service and everyone is alway courteous,Good customer service,0.8126,Very Positive
422,i get to stay in my car,Convenient,0.0,Neutral
423,Fast and courteous service,Fast/Quick/Speedy/Timely,0.5106,Very Positive
424,Good service however wait time was much longer than usual,Good customer service,0.4404,Positive
425,Price,Fair price,0.0,Neutral
426,I just LOVE the customer seevice,Good customer service,0.7125,Very Positive
427,Very thorough and very friendly,Friendly,0.5413,Very Positive
428,Used to work there and know the quality of work performed,Good customer service,0.0,Neutral
429,The price of ur service,Fair price,0.0,Neutral
430,Excellent service,Good customer service,0.5719,Very Positive
431,Convenient,Convenient,0.0,Neutral
432,Convenient,Convenient,0.0,Neutral
433,The manager is always very understanding and listens well,Friendly,0.2732,Positive
434,Good service,Good customer service,0.4404,Positive
435,Convenient location,Convenient,0.0,Neutral
436,They were one of the few places that don't have a two hour wait,Fast/Quick/Speedy/Timely,0.0,Neutral
437,Quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
438,Always get the job done in a timely matter,Fast/Quick/Speedy/Timely,0.0258,Positive
439,Fast great,Fast/Quick/Speedy/Timely,0.6249,Very Positive
440,Hours of operation meet my busy schedule,Convenient,0.0,Neutral
441,"Although other maintenance items were suggested, there was no hard sell",Other,-0.3818,Negative
442,Professional and caring for my vehicle,Professional,0.4939,Positive
443,Quick and efficient,Fast/Quick/Speedy/Timely,0.4215,Positive
444,Quickness,Fast/Quick/Speedy/Timely,0.0,Neutral
445,Great customer service,Good customer service,0.6249,Very Positive
446,customer service on point,Good customer service,0.0,Neutral
447,Other than required for my car to be taken care of its clean inside,Value,0.7096,Very Positive
448,"Superior, efficient, friendly service",Friendly,0.8591,Very Positive
449,Both mechanics were very knowledgeable and very efficient,Knowledgeable employees,0.4754,Positive
450,speed of service,Fast/Quick/Speedy/Timely,0.0,Neutral
451,Speed,Fast/Quick/Speedy/Timely,0.0,Neutral
452,It was very quick and easy,Fast/Quick/Speedy/Timely,0.4877,Positive
453,"I will return beside I like the price, but I felt I waiting to long",Fair price,0.1901,Positive
454,Great customer service,Good customer service,0.6249,Very Positive
455,"The service was good and although we waited longer than expected, it wasn't too long",Good customer service,0.4404,Positive
456,Great customer service,Good customer service,0.6249,Very Positive
457,Friendly and kind workers,Friendly,0.765,Very Positive
458,"First time, was greeted by the manager and showed how it all works",Courtesy,0.2732,Positive
459,It was relatively quick,Fast/Quick/Speedy/Timely,0.0,Neutral
460,Good customer service,Good customer service,0.4404,Positive
461,Good service,Good customer service,0.4404,Positive
462,Overall great service! Top kitch,Good customer service,0.7345,Very Positive
463,Our technician Jaison was really great,Professional,0.659,Very Positive
464,Professional techs,Professional,0.0,Neutral
465,Cause there fast service is the best,Fast/Quick/Speedy/Timely,0.6369,Very Positive
466,Every time I brought my vehicle there it has been a very quick and easy process and they make me aware of anything that they find,Fast/Quick/Speedy/Timely,0.4877,Positive
467,Pleased with the  quick service,Fast/Quick/Speedy/Timely,0.4404,Positive
468,Good service,Good customer service,0.4404,Positive
469,"My reason for ""definitely will return"" is the way Jiffy Lube operates",Good customer service,0.4019,Positive
470,Fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
471,The service was fast and also I was informed about what specials were being offered,Fast/Quick/Speedy/Timely,0.0,Neutral
472,The service  was perfect,Good customer service,0.5719,Very Positive
473,The customer service was excellent!,Good customer service,0.6114,Very Positive
474,Courteous service workers,Courtesy,0.5106,Very Positive
475,"Very friendly,  car  looks great after",Friendly,0.8221,Very Positive
476,Prompt and efficient service,Fast/Quick/Speedy/Timely,0.4215,Positive
477,People who work there were really friendly and nice,Friendly,0.762,Very Positive
478,customer service,Good customer service,0.0,Neutral
479,"Usually get my oil changed at JL so, I probably will return",Good customer service,0.0,Neutral
480,I always choose jiffy lube 99th,Good customer service,0.0,Neutral
481,I love that anytime it will be done -no appointment is needed,Convenient,0.4588,Positive
482,It was quick,Fast/Quick/Speedy/Timely,0.0,Neutral
483,Everyone was  polite and throughly explained services needed and recommended,Friendly,0.2023,Positive
484,Excellent customer service,Good customer service,0.5719,Very Positive
485,The entire experience was excellent c,Good customer service,0.5719,Very Positive
486,"Friendly, efficient staff",Friendly,0.7184,Very Positive
487,They were friendly and easy to work with,Friendly,0.7269,Very Positive
488,I really appreciated this efficente service,Good customer service,0.5563,Very Positive
489,Quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
490,Have been using Jiffy Lube for many years with no problems or issues to speak of,Good customer service,-0.5994,Very Negative
491,Seemed to be very organized,Good customer service,0.0,Neutral
492,I had awesome service and the techs cared,Good customer service,0.7845,Very Positive
493,productive,Good customer service,0.0,Neutral
494,Samantha was friendly and offered the many services jiffy has,Friendly,0.4939,Positive
495,"They waited on me right away very pleasant and the office lady was,very pleasant, helpful and friendly",Friendly,0.9214,Very Positive
496,Speedy work done,Fast/Quick/Speedy/Timely,0.0,Neutral
497,"I like their convenience, but if I have my vehicle in to our mechanic at the time an oil",Convenient,0.1901,Positive
498,"The team at Jiffy Lube in Quakertown, PA are excellent",Professional,0.5719,Very Positive
499,Convienence,Convenient,0.0,Neutral
500,Very friendly and thorough,Friendly,0.5413,Very Positive
501,Very fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
502,Speed of service,Fast/Quick/Speedy/Timely,0.0,Neutral
503,Professional service that was efficient,Professional,0.4215,Positive
504,The overall cost for the oil change,Cost,0.0,Neutral
505,Fast,Fast/Quick/Speedy/Timely,0.0,Neutral
506,"I have always had a great experience with your Quakertown,PA location",Good customer service,0.6249,Very Positive
507,Professional staff,Professional,0.0,Neutral
508,Fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
509,Because of all the extras with your signature deal,Value,0.0,Neutral
510,Great customer service,Good customer service,0.6249,Very Positive
511,It's easy,Convenient,0.4404,Positive
512,Nice people,Friendly,0.4215,Positive
513,Just like t service,Good customer service,0.3612,Positive
514,The employees did an excellent job,Professional,0.5719,Very Positive
515,Excellent customer service at this location,Good customer service,0.5719,Very Positive
516,I would say that I would definitely return to the Jiffy lube on Elston,Good customer service,0.4019,Positive
517,The crew members are very nice,Friendly,0.4754,Positive
518,Very friendly staff,Friendly,0.5413,Very Positive
519,The facility was clean and the staff was helpful,Good customer service,0.6705,Very Positive
520,Excellent Service,Good customer service,0.5719,Very Positive
521,It was the most efficient use of time I had that entire day,Fast/Quick/Speedy/Timely,0.4754,Positive
522,Great and easy experience,Good customer service,0.7906,Very Positive
523,Super quick,Fast/Quick/Speedy/Timely,0.5994,Very Positive
524,Very good friendly service,Friendly,0.7698,Very Positive
525,Courtesy,Courtesy,0.3612,Positive
526,the overall service provide,Good customer service,0.0,Neutral
527,Always get excellent service,Good customer service,0.5719,Very Positive
528,This Jiffy Lube is near my work but I live far away,Convenient,0.0,Neutral
529,"the knowledge that your staff has at the Castro Valley, CA location",Knowledgeable employees,0.0,Neutral
530,All of your employees were very professional,Professional,0.0,Neutral
531,Well trained staff,Knowledgeable employees,0.2732,Positive
532,good service,Good customer service,0.4404,Positive
533,The quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
534,Have been going to Jiffy Lube for years,Good customer service,0.0,Neutral
535,Attentive service,Good customer service,0.0,Neutral
536,Great,Good customer service,0.6249,Very Positive
537,They were efficient and the wait wasn't long,Fast/Quick/Speedy/Timely,0.4215,Positive
538,Customer service was excellent,Good customer service,0.5719,Very Positive
539,It was very smooth & in & out,Fast/Quick/Speedy/Timely,0.0,Neutral
540,Fast and efficient,Fast/Quick/Speedy/Timely,0.4215,Positive
541,The job was done quickly and I appreciate the window cleaning,Fast/Quick/Speedy/Timely,0.4019,Positive
542,well handled,Good customer service,0.2732,Positive
543,Good customer service,Good customer service,0.4404,Positive
544,Have been going to San Mateo Jiffy Lube and have always had a great experience,Good customer service,0.6249,Very Positive
545,Staff is friendly and efficient your store is clean,Friendly,0.8271,Very Positive
546,I definitely will return,Good customer service,0.4019,Positive
547,Good service,Good customer service,0.4404,Positive
548,I like the staff,Friendly,0.3612,Positive
549,This is the only place ive hotten my oil changes,Good customer service,0.0,Neutral
550,Customer service,Good customer service,0.0,Neutral
551,Prices,Fair price,0.0,Neutral
552,The fast speedy service,Fast/Quick/Speedy/Timely,0.0,Neutral
553,I appreciated the quality of the service and the service itself,Good customer service,0.5106,Very Positive
554,I was pleasantly greeted as soon as I pulled up,Courtesy,0.6369,Very Positive
555,Quick,Fast/Quick/Speedy/Timely,0.0,Neutral
556,Have always had good sevice,Good customer service,0.4404,Positive
557,Everyone is so courteous and inform you of any changes to your vehicle,Courtesy,0.6418,Very Positive
558,The service was very efficient,Good customer service,0.4754,Positive
559,Always seem so thorough and professional,Professional,0.0,Neutral
560,The crew at the Pat Booker location is fantastic,Professional,0.5574,Very Positive
561,Quick and great detail,Fast/Quick/Speedy/Timely,0.6249,Very Positive
562,Speed of service,Fast/Quick/Speedy/Timely,0.0,Neutral
563,Your service reps are friendly and know their products and only look to service what your vehicle needs,Friendly,0.4939,Positive
564,Very nice people,Friendly,0.4754,Positive
565,Every time I go to jiffy lube I always get good service,Good customer service,0.4404,Positive
566,"Every Jiffy Lube I've ever been to has a friendly, dedicated, thorough staff",Friendly,0.7351,Very Positive
567,Pronpt service,Fast/Quick/Speedy/Timely,0.0,Neutral
568,"Quick service, easy in and out",Fast/Quick/Speedy/Timely,0.4404,Positive
569,"I've been to this location many times and I've always gotten good service, and it's always been a pleasant experience",Good customer service,0.7351,Very Positive
570,Service is fast,Fast/Quick/Speedy/Timely,0.0,Neutral
571,Will return,Good customer service,0.0,Neutral
572,fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
573,Really cares for the customer,Good customer service,0.5095,Very Positive
574,quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
575,The service was amazing,Good customer service,0.5859,Very Positive
576,Friendly staff,Friendly,0.4939,Positive
577,Service was very quick and efficient,Fast/Quick/Speedy/Timely,0.4703,Positive
578,The express and super courteous service I receive every to I visit keeps me coming back!,Courtesy,0.8172,Very Positive
579,They were so courteous and helpful,Courtesy,0.8077,Very Positive
580,The customer service was outstanding,Good customer service,0.6124,Very Positive
581,Fast,Fast/Quick/Speedy/Timely,0.0,Neutral
582,Quick and efficient,Fast/Quick/Speedy/Timely,0.4215,Positive
583,The work was done well,Good customer service,0.2732,Positive
584,Price was right,Fair price,0.0,Neutral
585,Great service,Good customer service,0.6249,Very Positive
586,If it was a little cheaper in price,Fair price,0.0,Neutral
587,The Lean style service allows me to get fast service so that I can carry on with my busy schedule,Fast/Quick/Speedy/Timely,0.0,Neutral
588,Convenience,Convenient,0.0,Neutral
589,Quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
590,Convenient,Convenient,0.0,Neutral
591,Service,Good customer service,0.0,Neutral
592,"the way the service tech gets right to the point, advises on what needs to be done and allows me to answer the question and make an informed decision",Good customer service,0.0,Neutral
593,"The upfront honest information about what my vehicle needed, and fair prices without the ""upsell"" will have me back",Fair price,0.6808,Very Positive
594,It's where we typically bring the car when the 'change oil' light comes on,Other,0.0,Neutral
595,easy and fast,Fast/Quick/Speedy/Timely,0.4404,Positive
596,I have been a customer for years and the service is quick and good,Fast/Quick/Speedy/Timely,0.4404,Positive
597,Great personalized service ,Good customer service,0.6249,Very Positive
598,Great people,Friendly,0.6249,Very Positive
599,Very fast,Fast/Quick/Speedy/Timely,0.0,Neutral
600,Usually very fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
601,Depends on schedule and where I am,Convenient,0.0,Neutral
602,Good service,Good customer service,0.4404,Positive
603,Quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
604,No appointment needed,Convenient,-0.296,Negative
605,Quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
606,Conveniently located,Convenient,0.0,Neutral
607,Staff was very professional and efficient ,Professional,0.4703,Positive
608,Service person was friendly and helpful not pushy or overwhelming,Friendly,0.7791,Very Positive
609,"Their prices are competitive with coupons, more convenient that the dealership and they also provide fluid top off and vacuuming of the front interior",Fair price,0.3612,Positive
610,Fast and efficient,Fast/Quick/Speedy/Timely,0.4215,Positive
611,They did a good job and give me great Service,Good customer service,0.7906,Very Positive
612,Great people,Friendly,0.6249,Very Positive
613,Good service nice workers,Good customer service,0.6908,Very Positive
614,Service was great!,Good customer service,0.6588,Very Positive
615,"Safety, neatness, great customer service",Good customer service,0.8481,Very Positive
616,Very informative,Knowledgeable employees,0.0,Neutral
617,Just excellent overall service,Good customer service,0.5719,Very Positive
618,Excellent service,Good customer service,0.5719,Very Positive
619,"Friendliness, and engagement with the customers",Friendly,0.7184,Very Positive
620,The service was fast,Fast/Quick/Speedy/Timely,0.0,Neutral
621,I've been using Jiffy Lube for year,Good customer service,0.0,Neutral
622,This Jiffy Lube and the staff provide better service than the other Jiffy Lubes in my area,Good customer service,0.4404,Positive
623,Keep good records about my car and I like the service provided,Good customer service,0.6597,Very Positive
624,The service is great,Good customer service,0.6249,Very Positive
625,It was convenient and easy,Convenient,0.4404,Positive
626,Convenience,Convenient,0.0,Neutral
627,Service,Good customer service,0.0,Neutral
628,I've been a repeat customer for years at the catonsville shop,Good customer service,0.0,Neutral
629,Prompt service,Fast/Quick/Speedy/Timely,0.0,Neutral
630,THEY HAD COFFE,Value,0.0,Neutral
631,Just great,Good customer service,0.6249,Very Positive
632,"Friendly, helpful staff",Friendly,0.7184,Very Positive
633,Very friendly,Friendly,0.5413,Very Positive
634,Tech tech,Knowledgeable employees,0.0,Neutral
635,They were very helpful ,Friendly,0.4754,Positive
636,Staff is courteous and efficient,Courtesy,0.7269,Very Positive
637,Nice men,Friendly,0.4215,Positive
638,Clint and his team do a great job,Good customer service,0.6249,Very Positive
639,"I treated with good manors , and all was explained to me",Good customer service,0.4404,Positive
640,Great advice from the staff on what I did or did not need done at that visit,Knowledgeable employees,0.6249,Very Positive
641,Great job,Good customer service,0.6249,Very Positive
642,quick service,Fast/Quick/Speedy/Timely,0.0,Neutral
643,I've been a loyal customer for years,Good customer service,0.4767,Positive
644,Fast and good service,Fast/Quick/Speedy/Timely,0.4404,Positive
645,very thorough,Good customer service,0.0,Neutral
646,They were nice and friendly,Friendly,0.7184,Very Positive
647,"Brakes , a/ c",Value,0.0,Neutral
648,I have been going for several years,Good customer service,0.0,Neutral
649,if am in the area,Convenient,0.0,Neutral
650,Very profecional,Professional,0.0,Neutral
651,The fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
652,"Consistent, fast service",Fast/Quick/Speedy/Timely,0.0,Neutral
653,Great service!,Good customer service,0.6588,Very Positive
654,The men working there were excellent,Professional,0.5719,Very Positive
655,I was in and out in under 20 minutes,Fast/Quick/Speedy/Timely,0.0,Neutral
656,fast service,Fast/Quick/Speedy/Timely,0.0,Neutral
657,Quick and efficient,Fast/Quick/Speedy/Timely,0.4215,Positive
658,"They noticed extra things that needed attention, so like how the guys double check for more than what you ask",Professional,0.5009,Very Positive
659,Great customer service,Good customer service,0.6249,Very Positive
660,Always do a good job,Good customer service,0.4404,Positive
661,Customer service (Rob and Paris),Good customer service,0.0,Neutral
662,Friendly staff,Friendly,0.4939,Positive
663,Easy,Convenient,0.4404,Positive
664,Great service,Good customer service,0.6249,Very Positive
665,The crew that works there are awesome,Friendly,0.6249,Very Positive
666,Explanation of services they provide,Knowledgeable employees,0.0,Neutral
667,In two words; The staff,Professional,0.0,Neutral
668,Great service,Good customer service,0.6249,Very Positive
669,Good service,Good customer service,0.4404,Positive
670,Close to home,Convenient,0.0,Neutral
671,I am always treated well and the service provided is  good,Good customer service,0.6124,Very Positive
672,Friendly people,Friendly,0.4939,Positive
673,speed - efficiency,Fast/Quick/Speedy/Timely,0.3612,Positive
674,All the guys are very nice and friendly,Friendly,0.762,Very Positive
675,Service was fast and easy,Fast/Quick/Speedy/Timely,0.4404,Positive
676,I love how helpful and kind everyone is!,Friendly,0.8932,Very Positive
677,"I have been getting my oil change at this location for more than 5 years, I don't like ""change"" and like to have vehicle serviced by the same company",Good customer service,-0.4973,Negative
678,"I have a high mileage car, and the top off policy is very helpful",Value,0.5984,Very Positive
679,Fast service without having to make an appointment,Fast/Quick/Speedy/Timely,0.0,Neutral
680,Like the service,Good customer service,0.3612,Positive
681,yes,Good customer service,0.4019,Positive
682,Good Service and communication with customers,Good customer service,0.4404,Positive
683,Good customer service,Good customer service,0.4404,Positive
684,Good service,Good customer service,0.4404,Positive
685,I had an excellent experience,Good customer service,0.5719,Very Positive
686,The employees are extremely nice and helpful,Friendly,0.7316,Very Positive
687,I've been there twice and I've loved the service both times,Good customer service,0.5994,Very Positive
688,Everyone was very helpful and friendly,Friendly,0.762,Very Positive
689,Didn't have wait to long and told you it something was wrong with your car,Fast/Quick/Speedy/Timely,-0.4767,Negative
690,Very friendly staff and went over everything in detail - pointing out what was needed abs what may be needed on my next visit,Friendly,0.5413,Very Positive
691,Courteous respectful staff,Courtesy,0.743,Very Positive
692,Customer service was great,Good customer service,0.6249,Very Positive
693,All of the staff had superior customer service skills! I have found my favorite place to get my oil changed! Great job!!,Good customer service,0.9147,Very Positive
694,"Excellent customer service, I only take my car to Jiffy Lube",Good customer service,0.5719,Very Positive
695,I been using them for years,Good customer service,0.0,Neutral
696,Very polite and no bullshit,Friendly,-0.7402,Very Negative
697,The guys were very helpful with suggestions and needs for my vehicle,Friendly,0.4754,Positive
